"GEO_ID","NAME","B01003_001E","B01003_001M"
"0500000US13051","Chatham County, Georgia","283379","*****"
"0500000US13057","Cherokee County, Georgia","230985","*****"
"0500000US13059","Clarke County, Georgia","120938","*****"
"0500000US13063","Clayton County, Georgia","267542","*****"
"0500000US13067","Cobb County, Georgia","730981","*****"
"0500000US13073","Columbia County, Georgia","139257","*****"
"0500000US13077","Coweta County, Georgia","135571","*****"
"0500000US13089","DeKalb County, Georgia","722161","*****"
"0500000US13095","Dougherty County, Georgia","92407","*****"
"0500000US13097","Douglas County, Georgia","138776","*****"
"0500000US13113","Fayette County, Georgia","109664","*****"
"0500000US13115","Floyd County, Georgia","96063","*****"
"0500000US13117","Forsyth County, Georgia","204302","*****"
"0500000US13121","Fulton County, Georgia","996319","*****"
"0500000US13127","Glynn County, Georgia","82175","*****"
"0500000US13135","Gwinnett County, Georgia","877922","*****"
"0500000US13139","Hall County, Georgia","190761","*****"
"0500000US13151","Henry County, Georgia","213869","*****"
"0500000US13153","Houston County, Georgia","149111","*****"
"0500000US13179","Liberty County, Georgia","65198","*****"
"0500000US13185","Lowndes County, Georgia","113523","*****"
"0500000US13215","Muscogee County, Georgia","200887","*****"
"0500000US13217","Newton County, Georgia","103675","*****"
"0500000US13223","Paulding County, Georgia","148987","*****"
"0500000US13245","Richmond County, Georgia","201368","*****"
"0500000US13247","Rockdale County, Georgia","87754","*****"
"0500000US13285","Troup County, Georgia","69469","*****"
"0500000US13295","Walker County, Georgia","68218","*****"
"0500000US13297","Walton County, Georgia","87615","*****"
"0500000US13313","Whitfield County, Georgia","103542","*****"
"0500000US15001","Hawaii County, Hawaii","194190","*****"
"0500000US15003","Honolulu County, Hawaii","991788","*****"
"0500000US15007","Kauai County, Hawaii","70475","*****"
"0500000US15009","Maui County, Hawaii","163046","57"
"0500000US16001","Ada County, Idaho","426236","*****"
"0500000US16005","Bannock County, Idaho","83347","*****"
"0500000US16019","Bonneville County, Idaho","108623","*****"
"0500000US16027","Canyon County, Idaho","203143","*****"
"0500000US16055","Kootenai County, Idaho","147326","*****"
"0500000US16083","Twin Falls County, Idaho","80914","*****"
"0500000US17001","Adams County, Illinois","66988","*****"
"0500000US17019","Champaign County, Illinois","207133","*****"
"0500000US17031","Cook County, Illinois","5246456","*****"
"0500000US17037","DeKalb County, Illinois","105462","*****"
"0500000US17043","DuPage County, Illinois","932708","*****"
"0500000US17089","Kane County, Illinois","527306","*****"
"0500000US17091","Kankakee County, Illinois","111375","*****"
"0500000US17093","Kendall County, Illinois","121350","*****"
"0500000US17097","Lake County, Illinois","705186","*****"
"0500000US17099","LaSalle County, Illinois","111241","*****"
"0500000US17111","McHenry County, Illinois","307283","*****"
"0500000US17113","McLean County, Illinois","174061","*****"
"0500000US17115","Macon County, Illinois","108350","*****"
"0500000US17119","Madison County, Illinois","266560","*****"
"0500000US17143","Peoria County, Illinois","187319","*****"
"0500000US17161","Rock Island County, Illinois","146063","*****"
"0500000US17163","St. Clair County, Illinois","265729","*****"
"0500000US17167","Sangamon County, Illinois","198997","*****"
"0500000US17179","Tazewell County, Illinois","135707","*****"
"0500000US17183","Vermilion County, Illinois","79728","*****"
"0500000US17197","Will County, Illinois","685419","*****"
"0500000US17199","Williamson County, Illinois","67008","*****"
"0500000US17201","Winnebago County, Illinois","288542","*****"
"0500000US18003","Allen County, Indiana","365918","*****"
"0500000US18005","Bartholomew County, Indiana","80217","*****"
"0500000US18019","Clark County, Indiana","114262","*****"
"0500000US18035","Delaware County, Indiana","117074","*****"
"0500000US18039","Elkhart County, Indiana","201971","*****"
"0500000US18043","Floyd County, Indiana","76179","*****"
"0500000US18053","Grant County, Indiana","68569","*****"
"0500000US18057","Hamilton County, Indiana","302623","*****"
"0500000US18059","Hancock County, Indiana","71978","*****"
"0500000US18063","Hendricks County, Indiana","156056","*****"
"0500000US18067","Howard County, Indiana","82982","*****"
"0500000US18081","Johnson County, Indiana","147538","*****"
"0500000US18085","Kosciusko County, Indiana","78564","*****"
"0500000US18089","Lake County, Indiana","490228","*****"
"0500000US18091","LaPorte County, Indiana","111444","*****"
"0500000US18095","Madison County, Indiana","130069","*****"
"0500000US18097","Marion County, Indiana","934243","*****"
"0500000US18105","Monroe County, Indiana","143339","*****"
"0500000US18109","Morgan County, Indiana","69693","*****"
"0500000US18127","Porter County, Indiana","167076","*****"
"0500000US18141","St. Joseph County, Indiana","267618","*****"
"0500000US18157","Tippecanoe County, Indiana","183074","*****"
"0500000US18163","Vanderburgh County, Indiana","182006","*****"
"0500000US18167","Vigo County, Indiana","108175","*****"
"0500000US18177","Wayne County, Indiana","67671","*****"
"0500000US19013","Black Hawk County, Iowa","132897","*****"
"0500000US19049","Dallas County, Iowa","77400","*****"
"0500000US19061","Dubuque County, Iowa","96370","*****"
"0500000US19103","Johnson County, Iowa","142287","*****"
"0500000US19113","Linn County, Iowa","217751","*****"
"0500000US19153","Polk County, Iowa","459862","*****"
"0500000US19155","Pottawattamie County, Iowa","93128","*****"
"0500000US19163","Scott County, Iowa","171387","*****"
"0500000US19169","Story County, Iowa","94073","*****"
"0500000US19193","Woodbury County, Iowa","102271","*****"
"0500000US20015","Butler County, Kansas","66227","*****"
"0500000US20045","Douglas County, Kansas","116585","*****"
"0500000US20091","Johnson County, Kansas","574272","*****"
"0500000US20103","Leavenworth County, Kansas","78797","*****"
"0500000US20161","Riley County, Kansas","75194","*****"
"0500000US20173","Sedgwick County, Kansas","508803","*****"
"0500000US20177","Shawnee County, Kansas","178406","*****"
"0500000US20209","Wyandotte County, Kansas","161636","*****"
"0500000US21015","Boone County, Kentucky","126413","*****"
"0500000US21029","Bullitt County, Kentucky","77955","*****"
"0500000US21037","Campbell County, Kentucky","91833","*****"
"0500000US21047","Christian County, Kentucky","74250","*****"
"0500000US21059","Daviess County, Kentucky","98275","*****"
"0500000US21067","Fayette County, Kentucky","310797","*****"
"0500000US21093","Hardin County, Kentucky","108266","*****"
"0500000US21111","Jefferson County, Kentucky","760026","*****"
"0500000US21117","Kenton County, Kentucky","163929","*****"
"0500000US21145","McCracken County, Kentucky","65316","*****"
"0500000US21151","Madison County, Kentucky","87340","*****"
"0500000US21195","Pike County, Kentucky","63034","*****"
"0500000US21227","Warren County, Kentucky","120460","*****"
"0500000US22005","Ascension Parish, Louisiana","117029","*****"
"0500000US22015","Bossier Parish, Louisiana","125064","*****"
"0500000US22017","Caddo Parish, Louisiana","252603","*****"
"0500000US22019","Calcasieu Parish, Louisiana","197204","*****"
"0500000US22033","East Baton Rouge Parish, Louisiana","446042","*****"
"0500000US22045","Iberia Parish, Louisiana","73913","*****"
"0500000US22051","Jefferson Parish, Louisiana","435716","*****"
"0500000US22055","Lafayette Parish, Louisiana","235644","*****"
"0500000US22057","Lafourche Parish, Louisiana","98020","*****"
"0500000US22063","Livingston Parish, Louisiana","135751","*****"
"0500000US22071","Orleans Parish, Louisiana","384320","*****"
"0500000US22073","Ouachita Parish, Louisiana","156325","*****"
"0500000US22079","Rapides Parish, Louisiana","132488","*****"
"0500000US22097","St. Landry Parish, Louisiana","83709","*****"
"0500000US22103","St. Tammany Parish, Louisiana","245829","*****"
"0500000US22105","Tangipahoa Parish, Louisiana","127049","*****"
"0500000US22109","Terrebonne Parish, Louisiana","113328","*****"
"0500000US23001","Androscoggin County, Maine","107440","*****"
"0500000US23003","Aroostook County, Maine","69447","*****"
"0500000US23005","Cumberland County, Maine","287797","*****"
"0500000US23011","Kennebec County, Maine","121112","*****"
"0500000US23019","Penobscot County, Maine","153414","*****"
"0500000US23031","York County, Maine","200710","*****"
"0500000US24001","Allegany County, Maryland","72952","*****"
"0500000US24003","Anne Arundel County, Maryland","560133","*****"
"0500000US24005","Baltimore County, Maryland","826925","*****"
"0500000US24009","Calvert County, Maryland","90613","*****"
"0500000US24013","Carroll County, Maryland","167830","*****"
"0500000US24015","Cecil County, Maryland","102383","*****"
"0500000US24017","Charles County, Maryland","154747","*****"
"0500000US24021","Frederick County, Maryland","243675","*****"
"0500000US24025","Harford County, Maryland","250105","*****"
"0500000US24027","Howard County, Maryland","309284","*****"
"0500000US24031","Montgomery County, Maryland","1030447","*****"
"0500000US24033","Prince George's County, Maryland","904430","*****"
"0500000US24037","St. Mary's County, Maryland","110382","*****"
"0500000US24043","Washington County, Maryland","149573","*****"
"0500000US24045","Wicomico County, Maryland","101539","*****"
"0500000US24510","Baltimore city, Maryland","622793","*****"
"0500000US25001","Barnstable County, Massachusetts","214914","*****"
"0500000US25003","Berkshire County, Massachusetts","128715","*****"
"0500000US25005","Bristol County, Massachusetts","554194","*****"
"0500000US25009","Essex County, Massachusetts","769091","*****"
"0500000US25011","Franklin County, Massachusetts","70862","*****"
"0500000US25013","Hampden County, Massachusetts","468161","*****"
"0500000US25015","Hampshire County, Massachusetts","160939","*****"
"0500000US25017","Middlesex County, Massachusetts","1570315","*****"
"0500000US25021","Norfolk County, Massachusetts","692254","*****"
"0500000US25023","Plymouth County, Massachusetts","507022","*****"
"0500000US25025","Suffolk County, Massachusetts","767254","*****"
"0500000US25027","Worcester County, Massachusetts","813475","*****"
"0500000US26005","Allegan County, Michigan","113847","*****"
"0500000US26017","Bay County, Michigan","106179","*****"
"0500000US26021","Berrien County, Michigan","155233","*****"
"0500000US26025","Calhoun County, Michigan","134878","*****"
"0500000US26037","Clinton County, Michigan","77297","*****"
"0500000US26045","Eaton County, Michigan","108579","*****"
"0500000US26049","Genesee County, Michigan","412895","*****"
"0500000US26055","Grand Traverse County, Michigan","90782","*****"
"0500000US26065","Ingham County, Michigan","284582","*****"
"0500000US26073","Isabella County, Michigan","70616","*****"
"0500000US26075","Jackson County, Michigan","159741","*****"
"0500000US26077","Kalamazoo County, Michigan","258818","*****"
"0500000US26081","Kent County, Michigan","629237","*****"
"0500000US26087","Lapeer County, Michigan","88153","*****"
"0500000US26091","Lenawee County, Michigan","99047","*****"
"0500000US26093","Livingston County, Michigan","185596","*****"
"0500000US26099","Macomb County, Michigan","860112","*****"
"0500000US26103","Marquette County, Michigan","67676","*****"
"0500000US26111","Midland County, Michigan","83427","*****"
"0500000US26115","Monroe County, Michigan","149824","*****"
"0500000US26121","Muskegon County, Michigan","172344","*****"
"0500000US26125","Oakland County, Michigan","1237868","*****"
"0500000US26139","Ottawa County, Michigan","276292","*****"
"0500000US26145","Saginaw County, Michigan","195012","*****"
"0500000US26147","St. Clair County, Michigan","160078","*****"
"0500000US26155","Shiawassee County, Michigan","68933","*****"
"0500000US26159","Van Buren County, Michigan","75199","*****"
"0500000US26161","Washtenaw County, Michigan","356874","*****"
"0500000US26163","Wayne County, Michigan","1764804","*****"
"0500000US27003","Anoka County, Minnesota","341864","*****"
"0500000US27013","Blue Earth County, Minnesota","65385","*****"
"0500000US27019","Carver County, Minnesota","97338","*****"
"0500000US27037","Dakota County, Minnesota","412529","*****"
"0500000US27053","Hennepin County, Minnesota","1212064","*****"
"0500000US27109","Olmsted County, Minnesota","150287","*****"
"0500000US27123","Ramsey County, Minnesota","532655","*****"
"0500000US27131","Rice County, Minnesota","65151","*****"
"0500000US27137","St. Louis County, Minnesota","200949","*****"
"0500000US27139","Scott County, Minnesota","139672","*****"
"0500000US27141","Sherburne County, Minnesota","91126","*****"
"0500000US27145","Stearns County, Minnesota","152912","*****"
"0500000US27163","Washington County, Minnesota","249283","*****"
"0500000US27171","Wright County, Minnesota","129918","*****"
"0500000US28033","DeSoto County, Mississippi","170913","*****"
"0500000US28035","Forrest County, Mississippi","76330","*****"
"0500000US28047","Harrison County, Mississippi","199058","*****"
"0500000US28049","Hinds County, Mississippi","243729","*****"
"0500000US28059","Jackson County, Mississippi","141137","*****"
"0500000US28067","Jones County, Mississippi","68290","*****"
"0500000US28075","Lauderdale County, Mississippi","79739","*****"
"0500000US28081","Lee County, Mississippi","85246","*****"
"0500000US28089","Madison County, Mississippi","101688","*****"
"0500000US28121","Rankin County, Mississippi","148070","*****"
"0500000US29019","Boone County, Missouri","172717","*****"
"0500000US29021","Buchanan County, Missouri","89486","*****"
"0500000US29031","Cape Girardeau County, Missouri","78043","*****"
"0500000US29037","Cass County, Missouri","100889","*****"
"0500000US29043","Christian County, Missouri","82101","*****"
"0500000US29047","Clay County, Missouri","233682","*****"
"0500000US29051","Cole County, Missouri","76557","*****"
"0500000US29071","Franklin County, Missouri","102084","*****"
"0500000US29077","Greene County, Missouri","285865","*****"
"0500000US29095","Jackson County, Missouri","683191","*****"
"0500000US29097","Jasper County, Missouri","117543","*****"
"0500000US29099","Jefferson County, Missouri","222716","*****"
"0500000US29165","Platte County, Missouri","94788","*****"
"0500000US29183","St. Charles County, Missouri","379493","*****"
"0500000US29187","St. Francois County, Missouri","65960","*****"
"0500000US29189","St. Louis County, Missouri","1001876","*****"
"0500000US29510","St. Louis city, Missouri","317419","*****"
"0500000US30013","Cascade County, Montana","82344","*****"
"0500000US30029","Flathead County, Montana","94924","*****"
"0500000US30031","Gallatin County, Montana","97308","*****"
"0500000US30049","Lewis and Clark County, Montana","65856","*****"
"0500000US30063","Missoula County, Montana","112684","*****"
"0500000US30111","Yellowstone County, Montana","155634","*****"
"0500000US31055","Douglas County, Nebraska","543244","*****"
"0500000US31109","Lancaster County, Nebraska","301795","*****"
"0500000US31153","Sarpy County, Nebraska","172193","*****"
"0500000US32003","Clark County, Nevada","2069681","*****"
"0500000US32031","Washoe County, Nevada","440078","*****"
"0500000US33005","Cheshire County, New Hampshire","76115","*****"
"0500000US33009","Grafton County, New Hampshire","89658","*****"
"0500000US33011","Hillsborough County, New Hampshire","405184","*****"
"0500000US33013","Merrimack County, New Hampshire","147171","*****"
"0500000US33015","Rockingham County, New Hampshire","300621","*****"
"0500000US33017","Strafford County, New Hampshire","125604","*****"
"0500000US34001","Atlantic County, New Jersey","275209","*****"
"0500000US34003","Bergen County, New Jersey","933572","*****"
"0500000US34005","Burlington County, New Jersey","449722","*****"
"0500000US34007","Camden County, New Jersey","511038","*****"
"0500000US34009","Cape May County, New Jersey","95344","*****"
"0500000US34011","Cumberland County, New Jersey","157389","*****"
"0500000US34013","Essex County, New Jersey","795723","*****"
"0500000US34015","Gloucester County, New Jersey","290951","*****"
"0500000US34017","Hudson County, New Jersey","669115","*****"
"0500000US34019","Hunterdon County, New Jersey","126067","*****"
"0500000US34021","Mercer County, New Jersey","371537","*****"
"0500000US34023","Middlesex County, New Jersey","836297","*****"
"0500000US34025","Monmouth County, New Jersey","629279","*****"
"0500000US34027","Morris County, New Jersey","499727","*****"
"0500000US34029","Ocean County, New Jersey","586301","*****"
"0500000US34031","Passaic County, New Jersey","508856","*****"
"0500000US34033","Salem County, New Jersey","64715","*****"
"0500000US34035","Somerset County, New Jersey","332568","*****"
"0500000US34037","Sussex County, New Jersey","144909","*****"
"0500000US34039","Union County, New Jersey","552939","*****"
"0500000US34041","Warren County, New Jersey","106917","*****"
"0500000US35001","Bernalillo County, New Mexico","675551","*****"
"0500000US35005","Chaves County, New Mexico","65878","*****"
"0500000US35013","Do?a Ana County, New Mexico","213676","*****"
"0500000US35025","Lea County, New Mexico","69999","*****"
"0500000US35031","McKinley County, New Mexico","74098","*****"
"0500000US35035","Otero County, New Mexico","65082","*****"
"0500000US35043","Sandoval County, New Mexico","137608","*****"
"0500000US35045","San Juan County, New Mexico","123785","*****"
"0500000US35049","Santa Fe County, New Mexico","148164","*****"
"0500000US35061","Valencia County, New Mexico","75817","*****"
"0500000US36001","Albany County, New York","308171","*****"
"0500000US36005","Bronx County, New York","1438159","*****"
"0500000US36007","Broome County, New York","197349","*****"
"0500000US36009","Cattaraugus County, New York","78600","*****"
"0500000US36011","Cayuga County, New York","78823","*****"
"0500000US36013","Chautauqua County, New York","132053","*****"
"0500000US36015","Chemung County, New York","87770","*****"
"0500000US36019","Clinton County, New York","81632","*****"
"0500000US36027","Dutchess County, New York","296579","*****"
"0500000US36029","Erie County, New York","922835","*****"
"0500000US36045","Jefferson County, New York","119103","*****"
"0500000US36047","Kings County, New York","2621793","*****"
"0500000US36051","Livingston County, New York","64586","*****"
"0500000US36053","Madison County, New York","72369","*****"
"0500000US36055","Monroe County, New York","749857","*****"
"0500000US36059","Nassau County, New York","1358627","*****"
"0500000US36061","New York County, New York","1636268","*****"
"0500000US36063","Niagara County, New York","213525","*****"
"0500000US36065","Oneida County, New York","232871","*****"
"0500000US36067","Onondaga County, New York","468196","*****"
"0500000US36069","Ontario County, New York","109707","*****"
"0500000US36071","Orange County, New York","376099","*****"
"0500000US36075","Oswego County, New York","120913","*****"
"0500000US36079","Putnam County, New York","99487","*****"
"0500000US36081","Queens County, New York","2321580","*****"
"0500000US36083","Rensselaer County, New York","159774","*****"
"0500000US36085","Richmond County, New York","473279","*****"
"0500000US36087","Rockland County, New York","323866","*****"
"0500000US36089","St. Lawrence County, New York","111400","*****"
"0500000US36091","Saratoga County, New York","224921","*****"
"0500000US36093","Schenectady County, New York","155735","*****"
"0500000US36101","Steuben County, New York","98394","*****"
"0500000US36103","Suffolk County, New York","1502968","*****"
"0500000US36105","Sullivan County, New York","75943","*****"
"0500000US36109","Tompkins County, New York","104691","*****"
"0500000US36111","Ulster County, New York","180445","*****"
"0500000US36113","Warren County, New York","64973","*****"
"0500000US36117","Wayne County, New York","92051","*****"
"0500000US36119","Westchester County, New York","972634","*****"
"0500000US37001","Alamance County, North Carolina","155792","*****"
"0500000US37019","Brunswick County, North Carolina","118836","*****"
"0500000US37021","Buncombe County, North Carolina","250539","*****"
"0500000US37023","Burke County, North Carolina","89486","*****"
"0500000US37025","Cabarrus County, North Carolina","192103","*****"
"0500000US37027","Caldwell County, North Carolina","81484","*****"
"0500000US37031","Carteret County, North Carolina","68811","*****"
"0500000US37035","Catawba County, North Carolina","154534","*****"
"0500000US37037","Chatham County, North Carolina","68698","*****"
"0500000US37045","Cleveland County, North Carolina","97076","*****"
"0500000US37049","Craven County, North Carolina","104510","*****"
"0500000US37051","Cumberland County, North Carolina","326328","*****"
"0500000US37057","Davidson County, North Carolina","164072","*****"
"0500000US37063","Durham County, North Carolina","294460","*****"
"0500000US37067","Forsyth County, North Carolina","365298","*****"
"0500000US37071","Gaston County, North Carolina","211127","*****"
"0500000US37081","Guilford County, North Carolina","512119","*****"
"0500000US37085","Harnett County, North Carolina","126666","*****"
"0500000US37089","Henderson County, North Carolina","111149","*****"
"0500000US37097","Iredell County, North Carolina","166675","*****"
"0500000US37101","Johnston County, North Carolina","181423","*****"
"0500000US37109","Lincoln County, North Carolina","79829","*****"
"0500000US37119","Mecklenburg County, North Carolina","1012539","*****"
"0500000US37125","Moore County, North Carolina","93077","*****"
"0500000US37127","Nash County, North Carolina","94357","*****"
"0500000US37129","New Hanover County, North Carolina","216298","*****"
"0500000US37133","Onslow County, North Carolina","187589","*****"
"0500000US37135","Orange County, North Carolina","140420","*****"
"0500000US37147","Pitt County, North Carolina","175354","*****"
"0500000US37151","Randolph County, North Carolina","142778","*****"
"0500000US37155","Robeson County, North Carolina","134760","*****"
"0500000US37157","Rockingham County, North Carolina","91696","*****"
"0500000US37159","Rowan County, North Carolina","138630","*****"
"0500000US37161","Rutherford County, North Carolina","66600","*****"
"0500000US37171","Surry County, North Carolina","72968","*****"
"0500000US37179","Union County, North Carolina","218568","*****"
"0500000US37183","Wake County, North Carolina","998691","*****"
"0500000US37191","Wayne County, North Carolina","124456","*****"
"0500000US37193","Wilkes County, North Carolina","68838","*****"
"0500000US37195","Wilson County, North Carolina","81401","*****"
"0500000US38015","Burleigh County, North Dakota","90503","*****"
"0500000US38017","Cass County, North Dakota","167005","*****"
"0500000US38035","Grand Forks County, North Dakota","70138","*****"
"0500000US38101","Ward County, North Dakota","69384","*****"
"0500000US39003","Allen County, Ohio","105040","*****"
"0500000US39007","Ashtabula County, Ohio","99175","*****"
"0500000US39013","Belmont County, Ohio","69461","*****"
