"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"0500000US37195","Wilson County, North Carolina","81667","*****"
"0500000US38015","Burleigh County, North Dakota","88457","*****"
"0500000US38017","Cass County, North Dakota","162829","*****"
"0500000US38035","Grand Forks County, North Dakota","69179","*****"
"0500000US38101","Ward County, North Dakota","67990","*****"
"0500000US39003","Allen County, Ohio","105298","*****"
"0500000US39007","Ashtabula County, Ohio","99811","*****"
"0500000US39013","Belmont County, Ohio","69571","*****"
"0500000US39017","Butler County, Ohio","371272","*****"
"0500000US39023","Clark County, Ohio","136167","*****"
"0500000US39025","Clermont County, Ohio","200218","*****"
"0500000US39029","Columbiana County, Ohio","105893","*****"
"0500000US39035","Cuyahoga County, Ohio","1263154","*****"
"0500000US39041","Delaware County, Ohio","184979","*****"
"0500000US39043","Erie County, Ohio","76048","*****"
"0500000US39045","Fairfield County, Ohio","148867","*****"
"0500000US39049","Franklin County, Ohio","1212263","*****"
"0500000US39055","Geauga County, Ohio","93972","*****"
"0500000US39057","Greene County, Ohio","163204","*****"
"0500000US39061","Hamilton County, Ohio","804520","*****"
"0500000US39063","Hancock County, Ohio","75773","*****"
"0500000US39081","Jefferson County, Ohio","67964","*****"
"0500000US39085","Lake County, Ohio","229857","*****"
"0500000US39089","Licking County, Ohio","168375","*****"
"0500000US39093","Lorain County, Ohio","302827","*****"
"0500000US39095","Lucas County, Ohio","436393","*****"
"0500000US39099","Mahoning County, Ohio","233869","*****"
"0500000US39101","Marion County, Ohio","65905","*****"
"0500000US39103","Medina County, Ohio","174915","*****"
"0500000US39109","Miami County, Ohio","103439","*****"
"0500000US39113","Montgomery County, Ohio","535846","*****"
"0500000US39119","Muskingum County, Ohio","85231","*****"
"0500000US39133","Portage County, Ohio","163862","*****"
"0500000US39139","Richland County, Ohio","121773","*****"
"0500000US39141","Ross County, Ohio","77910","*****"
"0500000US39145","Scioto County, Ohio","78153","*****"
"0500000US39151","Stark County, Ohio","375432","*****"
"0500000US39153","Summit County, Ohio","541824","*****"
"0500000US39155","Trumbull County, Ohio","206442","*****"
"0500000US39157","Tuscarawas County, Ohio","92672","*****"
"0500000US39165","Warren County, Ohio","219169","*****"
"0500000US39169","Wayne County, Ohio","115071","*****"
"0500000US39173","Wood County, Ohio","129264","*****"
"0500000US40017","Canadian County, Oklahoma","126123","*****"
"0500000US40027","Cleveland County, Oklahoma","269340","*****"
"0500000US40031","Comanche County, Oklahoma","124937","*****"
"0500000US40037","Creek County, Oklahoma","70470","*****"
"0500000US40101","Muskogee County, Oklahoma","70303","*****"
"0500000US40109","Oklahoma County, Oklahoma","755245","*****"
"0500000US40119","Payne County, Oklahoma","79066","*****"
"0500000US40125","Pottawatomie County, Oklahoma","71158","*****"
"0500000US40131","Rogers County, Oklahoma","89044","*****"
"0500000US40143","Tulsa County, Oklahoma","622409","*****"
"0500000US40145","Wagoner County, Oklahoma","75700","*****"
"0500000US41003","Benton County, Oregon","86591","*****"
"0500000US41005","Clackamas County, Oregon","388263","*****"
"0500000US41017","Deschutes County, Oregon","165954","*****"
"0500000US41019","Douglas County, Oregon","106940","*****"
"0500000US41029","Jackson County, Oregon","208545","*****"
"0500000US41033","Josephine County, Oregon","83306","*****"
"0500000US41035","Klamath County, Oregon","65910","*****"
"0500000US41039","Lane County, Oregon","356212","*****"
"0500000US41043","Linn County, Oregon","118765","*****"
"0500000US41047","Marion County, Oregon","323614","*****"
"0500000US41051","Multnomah County, Oregon","766135","*****"
"0500000US41053","Polk County, Oregon","76794","*****"
"0500000US41059","Umatilla County, Oregon","76720","*****"
"0500000US41067","Washington County, Oregon","554996","*****"
"0500000US41071","Yamhill County, Oregon","100725","*****"
"0500000US42001","Adams County, Pennsylvania","101546","*****"
"0500000US42003","Allegheny County, Pennsylvania","1231527","*****"
"0500000US42005","Armstrong County, Pennsylvania","68107","*****"
"0500000US42007","Beaver County, Pennsylvania","170115","*****"
"0500000US42011","Berks County, Pennsylvania","413521","*****"
"0500000US42013","Blair County, Pennsylvania","126314","*****"
"0500000US42017","Bucks County, Pennsylvania","626976","*****"
"0500000US42019","Butler County, Pennsylvania","185476","*****"
"0500000US42021","Cambria County, Pennsylvania","140499","*****"
"0500000US42025","Carbon County, Pennsylvania","64786","*****"
"0500000US42027","Centre County, Pennsylvania","155403","*****"
"0500000US42029","Chester County, Pennsylvania","509468","*****"
"0500000US42033","Clearfield County, Pennsylvania","81174","*****"
"0500000US42037","Columbia County, Pennsylvania","66797","*****"
"0500000US42039","Crawford County, Pennsylvania","87376","*****"
"0500000US42041","Cumberland County, Pennsylvania","241212","*****"
"0500000US42043","Dauphin County, Pennsylvania","270937","*****"
"0500000US42045","Delaware County, Pennsylvania","561973","*****"
"0500000US42049","Erie County, Pennsylvania","280294","*****"
"0500000US42051","Fayette County, Pennsylvania","134999","*****"
"0500000US42055","Franklin County, Pennsylvania","152085","*****"
"0500000US42063","Indiana County, Pennsylvania","87745","*****"
"0500000US42069","Lackawanna County, Pennsylvania","213931","*****"
"0500000US42071","Lancaster County, Pennsylvania","529600","*****"
"0500000US42073","Lawrence County, Pennsylvania","89333","*****"
"0500000US42075","Lebanon County, Pennsylvania","135486","*****"
"0500000US42077","Lehigh County, Pennsylvania","355092","*****"
"0500000US42079","Luzerne County, Pennsylvania","320103","*****"
"0500000US42081","Lycoming County, Pennsylvania","116754","*****"
"0500000US42085","Mercer County, Pennsylvania","115195","*****"
"0500000US42089","Monroe County, Pennsylvania","167148","*****"
"0500000US42091","Montgomery County, Pennsylvania","812376","*****"
"0500000US42095","Northampton County, Pennsylvania","299791","*****"
"0500000US42097","Northumberland County, Pennsylvania","94076","*****"
"0500000US42101","Philadelphia County, Pennsylvania","1553165","*****"
"0500000US42107","Schuylkill County, Pennsylvania","146920","*****"
"0500000US42111","Somerset County, Pennsylvania","76520","*****"
"0500000US42125","Washington County, Pennsylvania","208206","*****"
"0500000US42129","Westmoreland County, Pennsylvania","362437","*****"
"0500000US42133","York County, Pennsylvania","438965","*****"
"0500000US44003","Kent County, Rhode Island","165035","*****"
"0500000US44005","Newport County, Rhode Island","82397","*****"
"0500000US44007","Providence County, Rhode Island","628600","*****"
"0500000US44009","Washington County, Rhode Island","126259","*****"
"0500000US45003","Aiken County, South Carolina","164176","*****"
"0500000US45007","Anderson County, South Carolina","190641","*****"
"0500000US45013","Beaufort County, South Carolina","171838","*****"
"0500000US45015","Berkeley County, South Carolina","194020","*****"
"0500000US45019","Charleston County, South Carolina","372803","*****"
"0500000US45031","Darlington County, South Carolina","67935","*****"
"0500000US45035","Dorchester County, South Carolina","145397","*****"
"0500000US45041","Florence County, South Carolina","138326","*****"
"0500000US45045","Greenville County, South Carolina","474266","*****"
"0500000US45047","Greenwood County, South Carolina","69723","*****"
"0500000US45051","Horry County, South Carolina","289650","*****"
"0500000US45057","Lancaster County, South Carolina","80458","*****"
"0500000US45059","Laurens County, South Carolina","66229","*****"
"0500000US45063","Lexington County, South Carolina","273752","*****"
"0500000US45073","Oconee County, South Carolina","75045","*****"
"0500000US45075","Orangeburg County, South Carolina","90942","*****"
"0500000US45077","Pickens County, South Carolina","119829","*****"
"0500000US45079","Richland County, South Carolina","399256","*****"
"0500000US45083","Spartanburg County, South Carolina","290969","*****"
"0500000US45085","Sumter County, South Carolina","108123","*****"
"0500000US45091","York County, South Carolina","239363","*****"
"0500000US46099","Minnehaha County, South Dakota","179640","*****"
"0500000US46103","Pennington County, South Dakota","105761","*****"
"0500000US47001","Anderson County, Tennessee","75542","*****"
"0500000US47009","Blount County, Tennessee","125099","*****"
"0500000US47011","Bradley County, Tennessee","101848","*****"
"0500000US47037","Davidson County, Tennessee","658602","*****"
"0500000US47059","Greene County, Tennessee","68267","*****"
"0500000US47065","Hamilton County, Tennessee","348673","*****"
"0500000US47093","Knox County, Tennessee","444622","*****"
"0500000US47113","Madison County, Tennessee","98733","*****"
"0500000US47119","Maury County, Tennessee","83761","*****"
"0500000US47125","Montgomery County, Tennessee","184119","*****"
"0500000US47141","Putnam County, Tennessee","73525","*****"
"0500000US47147","Robertson County, Tennessee","67383","*****"
"0500000US47149","Rutherford County, Tennessee","281029","*****"
"0500000US47155","Sevier County, Tennessee","93570","*****"
"0500000US47157","Shelby County, Tennessee","939465","*****"
"0500000US47163","Sullivan County, Tennessee","156595","*****"
"0500000US47165","Sumner County, Tennessee","168888","*****"
"0500000US47179","Washington County, Tennessee","125546","*****"
"0500000US47187","Williamson County, Tennessee","198901","*****"
"0500000US47189","Wilson County, Tennessee","121945","*****"
"0500000US48005","Angelina County, Texas","87441","*****"
"0500000US48021","Bastrop County, Texas","75825","*****"
"0500000US48027","Bell County, Texas","326843","*****"
"0500000US48029","Bexar County, Texas","1817610","*****"
"0500000US48037","Bowie County, Texas","93487","*****"
"0500000US48039","Brazoria County, Texas","330242","*****"
"0500000US48041","Brazos County, Texas","203164","*****"
"0500000US48061","Cameron County, Texas","417276","*****"
"0500000US48085","Collin County, Texas","854778","*****"
"0500000US48091","Comal County, Texas","118480","*****"
"0500000US48099","Coryell County, Texas","76192","*****"
"0500000US48113","Dallas County, Texas","2480331","*****"
"0500000US48121","Denton County, Texas","728799","*****"
"0500000US48135","Ector County, Texas","149378","*****"
"0500000US48139","Ellis County, Texas","155976","*****"
"0500000US48141","El Paso County, Texas","827718","*****"
"0500000US48157","Fort Bend County, Texas","652365","*****"
"0500000US48167","Galveston County, Texas","306782","*****"
"0500000US48181","Grayson County, Texas","122353","*****"
"0500000US48183","Gregg County, Texas","123024","*****"
"0500000US48187","Guadalupe County, Texas","143183","*****"
"0500000US48201","Harris County, Texas","4336853","*****"
"0500000US48203","Harrison County, Texas","66886","*****"
"0500000US48209","Hays County, Texas","176026","*****"
"0500000US48213","Henderson County, Texas","78675","*****"
"0500000US48215","Hidalgo County, Texas","815996","*****"
"0500000US48231","Hunt County, Texas","87048","*****"
"0500000US48245","Jefferson County, Texas","252358","*****"
"0500000US48251","Johnson County, Texas","154707","*****"
"0500000US48257","Kaufman County, Texas","108568","*****"
"0500000US48291","Liberty County, Texas","76907","*****"
"0500000US48303","Lubbock County, Texas","289324","*****"
"0500000US48309","McLennan County, Texas","241481","*****"
"0500000US48329","Midland County, Texas","151468","*****"
"0500000US48339","Montgomery County, Texas","499137","*****"
"0500000US48347","Nacogdoches County, Texas","65330","*****"
"0500000US48355","Nueces County, Texas","352107","*****"
"0500000US48361","Orange County, Texas","82957","*****"
"0500000US48367","Parker County, Texas","121418","*****"
"0500000US48375","Potter County, Texas","121661","*****"
"0500000US48381","Randall County, Texas","126474","*****"
"0500000US48397","Rockwall County, Texas","85245","*****"
"0500000US48409","San Patricio County, Texas","66137","*****"
"0500000US48423","Smith County, Texas","216080","*****"
"0500000US48439","Tarrant County, Texas","1911541","*****"
"0500000US48441","Taylor County, Texas","134117","*****"
"0500000US48451","Tom Green County, Texas","114954","*****"
"0500000US48453","Travis County, Texas","1120954","*****"
"0500000US48469","Victoria County, Texas","90028","*****"
"0500000US48471","Walker County, Texas","68817","*****"
"0500000US48479","Webb County, Texas","262495","*****"
"0500000US48485","Wichita County, Texas","132047","*****"
"0500000US48491","Williamson County, Texas","471014","*****"
"0500000US49005","Cache County, Utah","116909","*****"
"0500000US49011","Davis County, Utah","322094","*****"
"0500000US49035","Salt Lake County, Utah","1079721","*****"
"0500000US49049","Utah County, Utah","551891","*****"
"0500000US49053","Washington County, Utah","147800","*****"
"0500000US49057","Weber County, Utah","238519","*****"
"0500000US50007","Chittenden County, Vermont","159515","*****"
"0500000US51003","Albemarle County, Virginia","103000","*****"
"0500000US51013","Arlington County, Virginia","224906","*****"
"0500000US51015","Augusta County, Virginia","73912","*****"
"0500000US51019","Bedford County, Virginia","69825","*****"
"0500000US51041","Chesterfield County, Virginia","327745","*****"
"0500000US51059","Fairfax County, Virginia","1130924","*****"
"0500000US51061","Fauquier County, Virginia","67207","*****"
"0500000US51069","Frederick County, Virginia","81319","*****"
"0500000US51085","Hanover County, Virginia","101330","*****"
"0500000US51087","Henrico County, Virginia","318611","*****"
"0500000US51095","James City County, Virginia","70516","*****"
"0500000US51107","Loudoun County, Virginia","349679","*****"
"0500000US51121","Montgomery County, Virginia","96207","*****"
"0500000US51153","Prince William County, Virginia","438580","*****"
"0500000US51161","Roanoke County, Virginia","93524","*****"
"0500000US51165","Rockingham County, Virginia","77741","*****"
"0500000US51177","Spotsylvania County, Virginia","127348","*****"
"0500000US51179","Stafford County, Virginia","136788","*****"
"0500000US51199","York County, Virginia","66269","*****"
"0500000US51510","Alexandria city, Virginia","148892","*****"
"0500000US51550","Chesapeake city, Virginia","230571","*****"
"0500000US51650","Hampton city, Virginia","136699","*****"
"0500000US51680","Lynchburg city, Virginia","78014","*****"
"0500000US51700","Newport News city, Virginia","182020","*****"
"0500000US51710","Norfolk city, Virginia","246139","*****"
"0500000US51740","Portsmouth city, Virginia","96205","*****"
"0500000US51760","Richmond city, Virginia","214114","*****"
"0500000US51770","Roanoke city, Virginia","98465","*****"
"0500000US51800","Suffolk city, Virginia","85728","*****"
"0500000US51810","Virginia Beach city, Virginia","448479","*****"
"0500000US53005","Benton County, Washington","184486","*****"
"0500000US53007","Chelan County, Washington","73967","*****"
"0500000US53009","Clallam County, Washington","72312","*****"
"0500000US53011","Clark County, Washington","443817","*****"
"0500000US53015","Cowlitz County, Washington","101860","*****"
"0500000US53021","Franklin County, Washington","86638","*****"
"0500000US53025","Grant County, Washington","91878","*****"
"0500000US53027","Grays Harbor County, Washington","71078","*****"
"0500000US53029","Island County, Washington","78801","*****"
"0500000US53033","King County, Washington","2044449","*****"
"0500000US53035","Kitsap County, Washington","253968","*****"
"0500000US53041","Lewis County, Washington","75081","*****"
"0500000US53053","Pierce County, Washington","819743","*****"
"0500000US53057","Skagit County, Washington","118837","*****"
"0500000US53061","Snohomish County, Washington","745913","*****"
"0500000US53063","Spokane County, Washington","479398","*****"
"0500000US53067","Thurston County, Washington","262388","*****"
"0500000US53073","Whatcom County, Washington","206353","*****"
"0500000US53077","Yakima County, Washington","247044","*****"
"0500000US54003","Berkeley County, West Virginia","108706","*****"
"0500000US54011","Cabell County, West Virginia","97133","*****"
"0500000US54033","Harrison County, West Virginia","68972","*****"
"0500000US54039","Kanawha County, West Virginia","191275","*****"
"0500000US54061","Monongalia County, West Virginia","102274","*****"
"0500000US54081","Raleigh County, West Virginia","78833","*****"
"0500000US54107","Wood County, West Virginia","86569","*****"
"0500000US55009","Brown County, Wisconsin","254586","*****"
"0500000US55025","Dane County, Wisconsin","509939","*****"
"0500000US55027","Dodge County, Wisconsin","88344","*****"
"0500000US55035","Eau Claire County, Wisconsin","101438","*****"
"0500000US55039","Fond du Lac County, Wisconsin","101798","*****"
"0500000US55055","Jefferson County, Wisconsin","84509","*****"
"0500000US55059","Kenosha County, Wisconsin","167757","*****"
"0500000US55063","La Crosse County, Wisconsin","116713","*****"
"0500000US55071","Manitowoc County, Wisconsin","80654","*****"
"0500000US55073","Marathon County, Wisconsin","135416","*****"
"0500000US55079","Milwaukee County, Wisconsin","956023","*****"
"0500000US55087","Outagamie County, Wisconsin","180345","*****"
"0500000US55089","Ozaukee County, Wisconsin","87054","*****"
"0500000US55097","Portage County, Wisconsin","70380","*****"
"0500000US55101","Racine County, Wisconsin","195041","*****"
"0500000US55105","Rock County, Wisconsin","160739","*****"
"0500000US55109","St. Croix County, Wisconsin","85930","*****"
"0500000US55117","Sheboygan County, Wisconsin","114922","*****"
"0500000US55127","Walworth County, Wisconsin","102945","*****"
"0500000US55131","Washington County, Wisconsin","132739","*****"
"0500000US55133","Waukesha County, Wisconsin","393843","*****"
"0500000US55139","Winnebago County, Wisconsin","169541","*****"
"0500000US55141","Wood County, Wisconsin","73959","*****"
"0500000US56021","Laramie County, Wyoming","95809","*****"
"0500000US56025","Natrona County, Wyoming","80973","*****"
"0500000US72013","Arecibo Municipio, Puerto Rico","93396","*****"
"0500000US72021","Bayamón Municipio, Puerto Rico","198958","*****"
"0500000US72025","Caguas Municipio, Puerto Rico","139559","*****"
"0500000US72031","Carolina Municipio, Puerto Rico","169597","*****"
"0500000US72061","Guaynabo Municipio, Puerto Rico","94645","*****"
"0500000US72097","Mayagüez Municipio, Puerto Rico","84170","*****"
"0500000US72113","Ponce Municipio, Puerto Rico","157118","*****"
"0500000US72127","San Juan Municipio, Puerto Rico","374682","*****"
"0500000US72135","Toa Alta Municipio, Puerto Rico","75292","*****"
"0500000US72137","Toa Baja Municipio, Puerto Rico","85971","*****"
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","72581","*****"
