,Year,Month,State,Units
26,2014,November,NC,1439
27,2014,November,SC,242
28,2014,November,VA,621
29,2014,November,WV,61
30,2014,November,AL,57
31,2014,November,KY,163
32,2014,November,MS,93
33,2014,November,TN,692
34,2014,November,AR,313
35,2014,November,LA,74
36,2014,November,OK,125
37,2014,November,TX,3861
38,2014,November,AZ,496
39,2014,November,CO,843
40,2014,November,ID,45
41,2014,November,MN,61
42,2014,November,NV,589
43,2014,November,NM,84
44,2014,November,UT,963
45,2014,November,WY,6
46,2014,November,AK,0
47,2014,November,CA,4517
48,2014,November,HI,124
49,2014,November,OR,438
50,2014,November,WA,1239
0,2014,December,CT,77
1,2014,December,ME,14
2,2014,December,MA,406
3,2014,December,NH,13
4,2014,December,RI,5
5,2014,December,VT,8
6,2014,December,NJ,1005
7,2014,December,NY,2044
8,2014,December,PA,330
9,2014,December,IL,943
10,2014,December,IN,365
11,2014,December,MI,60
12,2014,December,OH,498
13,2014,December,WI,493
14,2014,December,IA,139
15,2014,December,KS,67
16,2014,December,MN,631
17,2014,December,MO,311
18,2014,December,NE,162
19,2014,December,ND,309
20,2014,December,SD,353
21,2014,December,DE,153
22,2014,December,DC,108
23,2014,December,FL,3116
24,2014,December,GA,1273
25,2014,December,MD,350
26,2014,December,NC,1574
27,2014,December,SC,689
28,2014,December,VA,855
29,2014,December,WV,5
30,2014,December,AL,294
31,2014,December,KY,193
32,2014,December,MS,8
33,2014,December,TN,682
34,2014,December,AR,475
35,2014,December,LA,75
36,2014,December,OK,661
37,2014,December,TX,7598
38,2014,December,AZ,1462
39,2014,December,CO,829
40,2014,December,ID,130
41,2014,December,MN,228
42,2014,December,NV,214
43,2014,December,NM,77
44,2014,December,UT,84
45,2014,December,WY,5
46,2014,December,AK,0
47,2014,December,CA,3925
48,2014,December,HI,499
49,2014,December,OR,410
50,2014,December,WA,1068
0,2015,January,CT,139
1,2015,January,ME,30
2,2015,January,MA,1295
3,2015,January,NH,47
4,2015,January,RI,5
5,2015,January,VT,61
6,2015,January,NJ,928
7,2015,January,NY,1712
8,2015,January,PA,102
9,2015,January,IL,111
10,2015,January,IN,101
11,2015,January,MI,89
12,2015,January,OH,375
13,2015,January,WI,366
14,2015,January,IA,8
15,2015,January,KS,113
16,2015,January,MN,460
17,2015,January,MO,194
18,2015,January,NE,22
19,2015,January,ND,29
20,2015,January,SD,39
21,2015,January,DE,27
22,2015,January,DC,0
23,2015,January,FL,3250
24,2015,January,GA,316
25,2015,January,MD,488
26,2015,January,NC,1092
27,2015,January,SC,128
28,2015,January,VA,619
29,2015,January,WV,19
30,2015,January,AL,128
31,2015,January,KY,148
32,2015,January,MS,243
33,2015,January,TN,518
34,2015,January,AR,289
35,2015,January,LA,55
36,2015,January,OK,207
37,2015,January,TX,3232
38,2015,January,AZ,414
39,2015,January,CO,301
40,2015,January,ID,0
41,2015,January,MN,13
42,2015,January,NV,70
43,2015,January,NM,5
44,2015,January,UT,64
45,2015,January,WY,5
46,2015,January,AK,0
47,2015,January,CA,4329
48,2015,January,HI,515
49,2015,January,OR,160
50,2015,January,WA,1951
0,2015,February,CT,30
1,2015,February,ME,5
2,2015,February,MA,392
3,2015,February,NH,75
4,2015,February,RI,0
5,2015,February,VT,97
6,2015,February,NJ,564
7,2015,February,NY,1126
8,2015,February,PA,713
9,2015,February,IL,1191
10,2015,February,IN,92
11,2015,February,MI,59
12,2015,February,OH,151
13,2015,February,WI,354
14,2015,February,IA,188
15,2015,February,KS,303
16,2015,February,MN,236
17,2015,February,MO,247
18,2015,February,NE,156
19,2015,February,ND,109
20,2015,February,SD,87
21,2015,February,DE,53
22,2015,February,DC,326
23,2015,February,FL,4266
24,2015,February,GA,760
25,2015,February,MD,211
26,2015,February,NC,1580
27,2015,February,SC,793
28,2015,February,VA,256
29,2015,February,WV,77
30,2015,February,AL,524
31,2015,February,KY,194
32,2015,February,MS,19
33,2015,February,TN,284
34,2015,February,AR,8
35,2015,February,LA,640
36,2015,February,OK,153
37,2015,February,TX,5938
38,2015,February,AZ,689
39,2015,February,CO,633
40,2015,February,ID,16
41,2015,February,MN,97
42,2015,February,NV,631
43,2015,February,NM,5
44,2015,February,UT,137
45,2015,February,WY,0
46,2015,February,AK,0
47,2015,February,CA,4325
48,2015,February,HI,291
49,2015,February,OR,593
50,2015,February,WA,2339
0,2015,March,CT,283
1,2015,March,ME,132
2,2015,March,MA,855
3,2015,March,NH,80
4,2015,March,RI,0
5,2015,March,VT,14
6,2015,March,NJ,939
7,2015,March,NY,3788
8,2015,March,PA,138
9,2015,March,IL,598
10,2015,March,IN,154
11,2015,March,MI,117
12,2015,March,OH,275
13,2015,March,WI,269
14,2015,March,IA,117
15,2015,March,KS,206
16,2015,March,MN,645
17,2015,March,MO,643
18,2015,March,NE,46
19,2015,March,ND,324
20,2015,March,SD,163
21,2015,March,DE,58
22,2015,March,DC,351
23,2015,March,FL,3043
24,2015,March,GA,953
25,2015,March,MD,147
26,2015,March,NC,643
27,2015,March,SC,176
28,2015,March,VA,1176
29,2015,March,WV,72
30,2015,March,AL,87
31,2015,March,KY,140
32,2015,March,MS,15
33,2015,March,TN,1048
34,2015,March,AR,13
35,2015,March,LA,41
36,2015,March,OK,32
37,2015,March,TX,4458
38,2015,March,AZ,725
39,2015,March,CO,1151
40,2015,March,ID,64
41,2015,March,MN,40
42,2015,March,NV,151
43,2015,March,NM,5
44,2015,March,UT,186
45,2015,March,WY,5
46,2015,March,AK,0
47,2015,March,CA,5432
48,2015,March,HI,0
49,2015,March,OR,125
50,2015,March,WA,1417
0,2015,April,CT,196
1,2015,April,ME,92
2,2015,April,MA,453
3,2015,April,NH,61
4,2015,April,RI,0
5,2015,April,VT,38
6,2015,April,NJ,2787
7,2015,April,NY,6158
8,2015,April,PA,1535
9,2015,April,IL,961
10,2015,April,IN,358
11,2015,April,MI,499
12,2015,April,OH,385
13,2015,April,WI,253
14,2015,April,IA,147
15,2015,April,KS,349
16,2015,April,MN,271
17,2015,April,MO,108
18,2015,April,NE,66
19,2015,April,ND,146
20,2015,April,SD,97
21,2015,April,DE,113
22,2015,April,DC,204
23,2015,April,FL,2281
24,2015,April,GA,794
25,2015,April,MD,404
26,2015,April,NC,1366
27,2015,April,SC,1184
28,2015,April,VA,1551
29,2015,April,WV,79
30,2015,April,AL,92
31,2015,April,KY,64
32,2015,April,MS,17
33,2015,April,TN,891
34,2015,April,AR,9
35,2015,April,LA,66
36,2015,April,OK,24
37,2015,April,TX,5057
38,2015,April,AZ,892
39,2015,April,CO,1047
40,2015,April,ID,307
41,2015,April,MN,5
42,2015,April,NV,112
43,2015,April,NM,146
44,2015,April,UT,631
45,2015,April,WY,46
46,2015,April,AK,16
47,2015,April,CA,3959
48,2015,April,HI,332
49,2015,April,OR,162
50,2015,April,WA,1088
0,2015,May,CT,519
1,2015,May,ME,61
2,2015,May,MA,1637
3,2015,May,NH,83
4,2015,May,RI,0
5,2015,May,VT,48
6,2015,May,NJ,3422
7,2015,May,NY,14247
8,2015,May,PA,598
9,2015,May,IL,514
10,2015,May,IN,653
11,2015,May,MI,648
12,2015,May,OH,278
13,2015,May,WI,450
14,2015,May,IA,413
15,2015,May,KS,163
16,2015,May,MN,959
17,2015,May,MO,227
18,2015,May,NE,132
19,2015,May,ND,651
20,2015,May,SD,128
21,2015,May,DE,79
22,2015,May,DC,625
23,2015,May,FL,3071
24,2015,May,GA,1363
25,2015,May,MD,280
26,2015,May,NC,1690
27,2015,May,SC,745
28,2015,May,VA,83
29,2015,May,WV,10
30,2015,May,AL,284
31,2015,May,KY,226
32,2015,May,MS,30
33,2015,May,TN,1133
34,2015,May,AR,25
35,2015,May,LA,79
36,2015,May,OK,5
37,2015,May,TX,3028
38,2015,May,AZ,563
39,2015,May,CO,643
40,2015,May,ID,228
41,2015,May,MN,57
42,2015,May,NV,516
43,2015,May,NM,5
44,2015,May,UT,351
45,2015,May,WY,0
46,2015,May,AK,13
47,2015,May,CA,3048
48,2015,May,HI,76
49,2015,May,OR,229
50,2015,May,WA,1568
0,2015,June,CT,298
1,2015,June,ME,82
2,2015,June,MA,889
3,2015,June,NH,124
4,2015,June,RI,0
5,2015,June,VT,58
6,2015,June,NJ,3653
7,2015,June,NY,18965
8,2015,June,PA,999
9,2015,June,IL,1152
10,2015,June,IN,318
11,2015,June,MI,1027
12,2015,June,OH,180
13,2015,June,WI,577
14,2015,June,IA,348
15,2015,June,KS,48
16,2015,June,MN,781
17,2015,June,MO,535
18,2015,June,NE,255
19,2015,June,ND,404
20,2015,June,SD,52
21,2015,June,DE,70
22,2015,June,DC,714
23,2015,June,FL,3176
24,2015,June,GA,1669
25,2015,June,MD,714
26,2015,June,NC,1245
27,2015,June,SC,271
28,2015,June,VA,1128
29,2015,June,WV,121
30,2015,June,AL,280
31,2015,June,KY,325
32,2015,June,MS,33
33,2015,June,TN,367
34,2015,June,AR,237
35,2015,June,LA,77
36,2015,June,OK,16
37,2015,June,TX,7208
38,2015,June,AZ,844
39,2015,June,CO,1054
40,2015,June,ID,102
41,2015,June,MN,55
42,2015,June,NV,365
43,2015,June,NM,5
44,2015,June,UT,1384
45,2015,June,WY,14
46,2015,June,AK,22
47,2015,June,CA,5826
48,2015,June,HI,132
49,2015,June,OR,645
50,2015,June,WA,1687
0,2015,July,CT,425
1,2015,July,ME,43
2,2015,July,MA,347
3,2015,July,NH,56
4,2015,July,RI,0
5,2015,July,VT,45
6,2015,July,NJ,1291
7,2015,July,NY,2513
8,2015,July,PA,421
9,2015,July,IL,474
10,2015,July,IN,195
11,2015,July,MI,603
12,2015,July,OH,417
13,2015,July,WI,750
14,2015,July,IA,47
15,2015,July,KS,184
16,2015,July,MN,531
17,2015,July,MO,510
18,2015,July,NE,282
19,2015,July,ND,531
20,2015,July,SD,309
21,2015,July,DE,55
22,2015,July,DC,307
23,2015,July,FL,2299
24,2015,July,GA,1259
25,2015,July,MD,342
26,2015,July,NC,1613
27,2015,July,SC,629
28,2015,July,VA,1514
29,2015,July,WV,166
30,2015,July,AL,86
31,2015,July,KY,254
32,2015,July,MS,45
33,2015,July,TN,638
34,2015,July,AR,244
35,2015,July,LA,135
36,2015,July,OK,191
37,2015,July,TX,6003
38,2015,July,AZ,916
39,2015,July,CO,752
40,2015,July,ID,246
41,2015,July,MN,94
42,2015,July,NV,312
43,2015,July,NM,5
44,2015,July,UT,714
45,2015,July,WY,5
46,2015,July,AK,15
47,2015,July,CA,4063
48,2015,July,HI,0
49,2015,July,OR,478
50,2015,July,WA,1012
0,2015,August,CT,44
1,2015,August,ME,10
2,2015,August,MA,491
3,2015,August,NH,158
4,2015,August,RI,0
5,2015,August,VT,78
6,2015,August,NJ,1453
7,2015,August,NY,1603
8,2015,August,PA,302
9,2015,August,IL,859
10,2015,August,IN,698
11,2015,August,MI,601
12,2015,August,OH,514
13,2015,August,WI,305
14,2015,August,IA,248
15,2015,August,KS,37
16,2015,August,MN,637
17,2015,August,MO,684
18,2015,August,NE,234
19,2015,August,ND,438
20,2015,August,SD,33
21,2015,August,DE,325
22,2015,August,DC,232
23,2015,August,FL,1614
24,2015,August,GA,442
25,2015,August,MD,84
26,2015,August,NC,841
27,2015,August,SC,558
28,2015,August,VA,1139
29,2015,August,WV,10
30,2015,August,AL,997
31,2015,August,KY,188
32,2015,August,MS,18
33,2015,August,TN,896
34,2015,August,AR,858
35,2015,August,LA,5
36,2015,August,OK,439
37,2015,August,TX,6075
38,2015,August,AZ,1068
39,2015,August,CO,873
40,2015,August,ID,69
41,2015,August,MN,25
42,2015,August,NV,174
43,2015,August,NM,5
44,2015,August,UT,358
45,2015,August,WY,9
46,2015,August,AK,16
47,2015,August,CA,3068
48,2015,August,HI,654
49,2015,August,OR,494
50,2015,August,WA,2484
0,2015,September,CT,261
1,2015,September,ME,148
2,2015,September,MA,1264
3,2015,September,NH,81
4,2015,September,RI,0
5,2015,September,VT,89
6,2015,September,NJ,1070
7,2015,September,NY,1077
8,2015,September,PA,753
9,2015,September,IL,364
10,2015,September,IN,778
11,2015,September,MI,792
12,2015,September,OH,1119
13,2015,September,WI,578
14,2015,September,IA,614
15,2015,September,KS,437
16,2015,September,MN,1171
17,2015,September,MO,531
18,2015,September,NE,127
19,2015,September,ND,395
20,2015,September,SD,26
21,2015,September,DE,57
22,2015,September,DC,359
23,2015,September,FL,4359
24,2015,September,GA,179
25,2015,September,MD,624
26,2015,September,NC,1023
27,2015,September,SC,997
28,2015,September,VA,512
29,2015,September,WV,10
30,2015,September,AL,92
31,2015,September,KY,290
32,2015,September,MS,141
33,2015,September,TN,184
34,2015,September,AR,61
35,2015,September,LA,53
36,2015,September,OK,151
37,2015,September,TX,4261
38,2015,September,AZ,534
39,2015,September,CO,1021
40,2015,September,ID,173
41,2015,September,MN,141
42,2015,September,NV,0
43,2015,September,NM,5
44,2015,September,UT,451
45,2015,September,WY,6
46,2015,September,AK,17
47,2015,September,CA,4534
48,2015,September,HI,0
49,2015,September,OR,628
50,2015,September,WA,1788
0,2015,October,CT,434
1,2015,October,ME,58
2,2015,October,MA,592
3,2015,October,NH,52
4,2015,October,RI,0
5,2015,October,VT,32
6,2015,October,NJ,1833
7,2015,October,NY,1753
8,2015,October,PA,710
9,2015,October,IL,426
10,2015,October,IN,575
11,2015,October,MI,890
12,2015,October,OH,953
13,2015,October,WI,359
14,2015,October,IA,266
15,2015,October,KS,43
16,2015,October,MN,1083
17,2015,October,MO,598
18,2015,October,NE,409
19,2015,October,ND,350
20,2015,October,SD,183
21,2015,October,DE,93
22,2015,October,DC,649
23,2015,October,FL,3243
24,2015,October,GA,1367
25,2015,October,MD,185
26,2015,October,NC,1408
27,2015,October,SC,399
28,2015,October,VA,1054
29,2015,October,WV,31
30,2015,October,AL,110
31,2015,October,KY,450
32,2015,October,MS,26
33,2015,October,TN,1368
34,2015,October,AR,200
35,2015,October,LA,255
36,2015,October,OK,140
37,2015,October,TX,5736
38,2015,October,AZ,739
39,2015,October,CO,419
40,2015,October,ID,93
41,2015,October,MN,338
42,2015,October,NV,366
43,2015,October,NM,0
44,2015,October,UT,429
45,2015,October,WY,0
46,2015,October,AK,21
47,2015,October,CA,2460
48,2015,October,HI,464
49,2015,October,OR,974
50,2015,October,WA,1081
0,2015,November,CT,304
1,2015,November,ME,11
2,2015,November,MA,754
3,2015,November,NH,41
4,2015,November,RI,0
5,2015,November,VT,27
6,2015,November,NJ,1295
7,2015,November,NY,2118
8,2015,November,PA,497
9,2015,November,IL,1563
10,2015,November,IN,844
11,2015,November,MI,1058
12,2015,November,OH,576
13,2015,November,WI,574
14,2015,November,IA,344
15,2015,November,KS,236
16,2015,November,MN,826
17,2015,November,MO,976
18,2015,November,NE,272
19,2015,November,ND,336
20,2015,November,SD,48
21,2015,November,DE,67
22,2015,November,DC,776
23,2015,November,FL,3059
24,2015,November,GA,1259
25,2015,November,MD,413
26,2015,November,NC,861
27,2015,November,SC,285
28,2015,November,VA,568
29,2015,November,WV,17
30,2015,November,AL,222
31,2015,November,KY,223
32,2015,November,MS,20
33,2015,November,TN,1808
34,2015,November,AR,31
35,2015,November,LA,29
36,2015,November,OK,116
37,2015,November,TX,6121
38,2015,November,AZ,570
39,2015,November,CO,1009
40,2015,November,ID,148
41,2015,November,MN,47
42,2015,November,NV,486
43,2015,November,NM,0
44,2015,November,UT,707
45,2015,November,WY,13
46,2015,November,AK,18
47,2015,November,CA,5132
48,2015,November,HI,9
49,2015,November,OR,643
50,2015,November,WA,1391
0,2015,December,CT,281
1,2015,December,ME,62
2,2015,December,MA,691
3,2015,December,NH,71
4,2015,December,RI,0
5,2015,December,VT,62
6,2015,December,NJ,2026
7,2015,December,NY,8229
8,2015,December,PA,816
9,2015,December,IL,587
10,2015,December,IN,485
11,2015,December,MI,525
12,2015,December,OH,349
13,2015,December,WI,337
14,2015,December,IA,254
15,2015,December,KS,6
16,2015,December,MN,112
17,2015,December,MO,1064
18,2015,December,NE,247
19,2015,December,ND,36
20,2015,December,SD,77
21,2015,December,DE,89
22,2015,December,DC,45
23,2015,December,FL,4978
24,2015,December,GA,969
25,2015,December,MD,193
26,2015,December,NC,1493
27,2015,December,SC,278
28,2015,December,VA,660
29,2015,December,WV,55
30,2015,December,AL,531
31,2015,December,KY,229
32,2015,December,MS,37
33,2015,December,TN,859
34,2015,December,AR,38
35,2015,December,LA,288
36,2015,December,OK,308
37,2015,December,TX,6534
38,2015,December,AZ,799
39,2015,December,CO,1531
40,2015,December,ID,42
41,2015,December,MN,223
42,2015,December,NV,228
43,2015,December,NM,49
44,2015,December,UT,118
45,2015,December,WY,0
46,2015,December,AK,17
47,2015,December,CA,4380
48,2015,December,HI,520
49,2015,December,OR,720
50,2015,December,WA,1053
0,2016,January,CT,42
1,2016,January,ME,5
2,2016,January,MA,270
3,2016,January,NH,19
4,2016,January,RI,0
5,2016,January,VT,30
6,2016,January,NJ,496
7,2016,January,NY,405
8,2016,January,PA,309
9,2016,January,IL,1258
10,2016,January,IN,307
11,2016,January,MI,514
12,2016,January,OH,293
13,2016,January,WI,529
14,2016,January,IA,520
15,2016,January,KS,9
16,2016,January,MN,276
17,2016,January,MO,403
18,2016,January,NE,112
19,2016,January,ND,92
20,2016,January,SD,162
21,2016,January,DE,37
22,2016,January,DC,16
23,2016,January,FL,2511
24,2016,January,GA,1125
25,2016,January,MD,292
26,2016,January,NC,457
27,2016,January,SC,216
28,2016,January,VA,778
29,2016,January,WV,12
30,2016,January,AL,355
31,2016,January,KY,325
32,2016,January,MS,17
33,2016,January,TN,1223
34,2016,January,AR,121
35,2016,January,LA,105
36,2016,January,OK,308
37,2016,January,TX,4229
38,2016,January,AZ,1108
39,2016,January,CO,811
40,2016,January,ID,130
41,2016,January,MN,17
42,2016,January,NV,514
43,2016,January,NM,232
44,2016,January,UT,294
45,2016,January,WY,24
46,2016,January,AK,16
47,2016,January,CA,4056
48,2016,January,HI,0
49,2016,January,OR,492
50,2016,January,WA,1098
0,2016,February,CT,300
1,2016,February,ME,11
2,2016,February,MA,368
3,2016,February,NH,21
4,2016,February,RI,0
5,2016,February,VT,8
6,2016,February,NJ,1613
7,2016,February,NY,963
8,2016,February,PA,399
9,2016,February,IL,539
10,2016,February,IN,244
11,2016,February,MI,355
12,2016,February,OH,77
13,2016,February,WI,180
14,2016,February,IA,102
15,2016,February,KS,170
16,2016,February,MN,398
17,2016,February,MO,143
18,2016,February,NE,175
19,2016,February,ND,117
20,2016,February,SD,355
21,2016,February,DE,106
22,2016,February,DC,0
23,2016,February,FL,3782
24,2016,February,GA,1979
25,2016,February,MD,438
26,2016,February,NC,790
27,2016,February,SC,219
28,2016,February,VA,121
29,2016,February,WV,10
30,2016,February,AL,30
31,2016,February,KY,191
32,2016,February,MS,31
33,2016,February,TN,1658
34,2016,February,AR,306
35,2016,February,LA,26
36,2016,February,OK,234
37,2016,February,TX,3838
38,2016,February,AZ,460
39,2016,February,CO,732
40,2016,February,ID,234
41,2016,February,MN,6
42,2016,February,NV,1180
43,2016,February,NM,70
44,2016,February,UT,229
45,2016,February,WY,0
46,2016,February,AK,16
47,2016,February,CA,4929
48,2016,February,HI,67
49,2016,February,OR,229
50,2016,February,WA,665
0,2016,March,CT,310
1,2016,March,ME,10
2,2016,March,MA,341
3,2016,March,NH,47
4,2016,March,RI,0
5,2016,March,VT,40
6,2016,March,NJ,999
7,2016,March,NY,870
8,2016,March,PA,337
9,2016,March,IL,1206
10,2016,March,IN,292
11,2016,March,MI,438
12,2016,March,OH,421
13,2016,March,WI,327
14,2016,March,IA,216
15,2016,March,KS,258
16,2016,March,MN,351
17,2016,March,MO,664
18,2016,March,NE,91
19,2016,March,ND,109
20,2016,March,SD,60
21,2016,March,DE,37
22,2016,March,DC,530
23,2016,March,FL,2664
24,2016,March,GA,998
25,2016,March,MD,247
26,2016,March,NC,1053
27,2016,March,SC,203
28,2016,March,VA,658
29,2016,March,WV,71
30,2016,March,AL,129
31,2016,March,KY,266
32,2016,March,MS,15
33,2016,March,TN,1385
34,2016,March,AR,24
35,2016,March,LA,163
36,2016,March,OK,23
37,2016,March,TX,4046
38,2016,March,AZ,167
39,2016,March,CO,786
40,2016,March,ID,99
41,2016,March,MN,6
42,2016,March,NV,283
43,2016,March,NM,69
44,2016,March,UT,377
45,2016,March,WY,14
46,2016,March,AK,13
47,2016,March,CA,3317
48,2016,March,HI,11
49,2016,March,OR,868
50,2016,March,WA,1392
0,2016,April,CT,146
1,2016,April,ME,16
2,2016,April,MA,379
3,2016,April,NH,52
4,2016,April,RI,0
5,2016,April,VT,10
6,2016,April,NJ,1178
7,2016,April,NY,920
8,2016,April,PA,152
9,2016,April,IL,247
10,2016,April,IN,242
11,2016,April,MI,1188
12,2016,April,OH,870
13,2016,April,WI,403
14,2016,April,IA,554
15,2016,April,KS,745
16,2016,April,MN,411
17,2016,April,MO,929
18,2016,April,NE,489
19,2016,April,ND,129
20,2016,April,SD,222
21,2016,April,DE,108
22,2016,April,DC,0
23,2016,April,FL,3114
24,2016,April,GA,923
25,2016,April,MD,471
26,2016,April,NC,1148
27,2016,April,SC,457
28,2016,April,VA,1032
29,2016,April,WV,15
30,2016,April,AL,479
31,2016,April,KY,173
32,2016,April,MS,31
33,2016,April,TN,905
34,2016,April,AR,30
35,2016,April,LA,59
36,2016,April,OK,188
37,2016,April,TX,2592
38,2016,April,AZ,276
39,2016,April,CO,998
40,2016,April,ID,229
41,2016,April,MN,77
42,2016,April,NV,449
43,2016,April,NM,23
44,2016,April,UT,505
45,2016,April,WY,5
46,2016,April,AK,53
47,2016,April,CA,3426
48,2016,April,HI,88
49,2016,April,OR,539
50,2016,April,WA,1441
0,2016,May,CT,182
1,2016,May,ME,39
2,2016,May,MA,273
3,2016,May,NH,112
4,2016,May,RI,0
5,2016,May,VT,117
6,2016,May,NJ,1061
7,2016,May,NY,1323
8,2016,May,PA,471
9,2016,May,IL,834
10,2016,May,IN,251
11,2016,May,MI,961
12,2016,May,OH,408
13,2016,May,WI,631
14,2016,May,IA,203
15,2016,May,KS,66
16,2016,May,MN,416
17,2016,May,MO,866
18,2016,May,NE,357
19,2016,May,ND,181
20,2016,May,SD,472
21,2016,May,DE,40
22,2016,May,DC,346
23,2016,May,FL,1552
24,2016,May,GA,764
25,2016,May,MD,1680
26,2016,May,NC,1200
27,2016,May,SC,582
28,2016,May,VA,552
29,2016,May,WV,35
30,2016,May,AL,66
31,2016,May,KY,270
32,2016,May,MS,34
33,2016,May,TN,587
34,2016,May,AR,374
35,2016,May,LA,27
36,2016,May,OK,299
37,2016,May,TX,4687
38,2016,May,AZ,1302
39,2016,May,CO,1468
40,2016,May,ID,268
41,2016,May,MN,98
42,2016,May,NV,914
43,2016,May,NM,36
44,2016,May,UT,576
45,2016,May,WY,33
46,2016,May,AK,52
47,2016,May,CA,5268
48,2016,May,HI,70
49,2016,May,OR,863
50,2016,May,WA,1599
0,2016,June,CT,210
1,2016,June,ME,15
2,2016,June,MA,633
3,2016,June,NH,31
4,2016,June,RI,0
5,2016,June,VT,90
6,2016,June,NJ,1327
7,2016,June,NY,3050
8,2016,June,PA,537
9,2016,June,IL,361
10,2016,June,IN,52
11,2016,June,MI,900
12,2016,June,OH,554
13,2016,June,WI,715
14,2016,June,IA,323
15,2016,June,KS,158
16,2016,June,MN,666
17,2016,June,MO,390
18,2016,June,NE,108
19,2016,June,ND,75
20,2016,June,SD,255
21,2016,June,DE,20
22,2016,June,DC,903
23,2016,June,FL,2496
24,2016,June,GA,2161
25,2016,June,MD,399
26,2016,June,NC,1018
27,2016,June,SC,624
28,2016,June,VA,635
29,2016,June,WV,67
30,2016,June,AL,665
31,2016,June,KY,650
32,2016,June,MS,41
33,2016,June,TN,516
34,2016,June,AR,354
35,2016,June,LA,343
36,2016,June,OK,292
37,2016,June,TX,4961
38,2016,June,AZ,2074
39,2016,June,CO,826
40,2016,June,ID,97
41,2016,June,MN,91
42,2016,June,NV,316
43,2016,June,NM,5
44,2016,June,UT,654
45,2016,June,WY,0
46,2016,June,AK,14
47,2016,June,CA,3315
48,2016,June,HI,593
49,2016,June,OR,212
50,2016,June,WA,2104
0,2016,July,CT,49
1,2016,July,ME,63
2,2016,July,MA,667
3,2016,July,NH,18
4,2016,July,RI,0
5,2016,July,VT,10
6,2016,July,NJ,729
7,2016,July,NY,1698
8,2016,July,PA,242
9,2016,July,IL,1193
10,2016,July,IN,386
11,2016,July,MI,1398
12,2016,July,OH,416
13,2016,July,WI,319
14,2016,July,IA,203
15,2016,July,KS,478
16,2016,July,MN,671
17,2016,July,MO,621
18,2016,July,NE,351
19,2016,July,ND,334
20,2016,July,SD,77
21,2016,July,DE,41
22,2016,July,DC,47
23,2016,July,FL,2586
24,2016,July,GA,811
25,2016,July,MD,153
26,2016,July,NC,2531
27,2016,July,SC,872
28,2016,July,VA,794
29,2016,July,WV,79
30,2016,July,AL,99
31,2016,July,KY,377
32,2016,July,MS,22
33,2016,July,TN,862
34,2016,July,AR,34
35,2016,July,LA,30
36,2016,July,OK,292
37,2016,July,TX,4948
38,2016,July,AZ,583
39,2016,July,CO,879
40,2016,July,ID,278
41,2016,July,MN,0
42,2016,July,NV,364
43,2016,July,NM,5
44,2016,July,UT,338
45,2016,July,WY,12
46,2016,July,AK,15
47,2016,July,CA,2228
48,2016,July,HI,72
49,2016,July,OR,1178
50,2016,July,WA,1163
0,2016,August,CT,85
1,2016,August,ME,26
2,2016,August,MA,188
3,2016,August,NH,57
4,2016,August,RI,5
5,2016,August,VT,82
6,2016,August,NJ,1704
7,2016,August,NY,1965
8,2016,August,PA,344
9,2016,August,IL,720
10,2016,August,IN,412
11,2016,August,MI,616
12,2016,August,OH,833
13,2016,August,WI,664
14,2016,August,IA,814
15,2016,August,KS,459
16,2016,August,MN,1161
17,2016,August,MO,421
18,2016,August,NE,184
19,2016,August,ND,187
20,2016,August,SD,149
21,2016,August,DE,89
22,2016,August,DC,413
23,2016,August,FL,3023
24,2016,August,GA,514
25,2016,August,MD,151
26,2016,August,NC,1492
27,2016,August,SC,504
28,2016,August,VA,874
29,2016,August,WV,15
30,2016,August,AL,112
31,2016,August,KY,346
32,2016,August,MS,20
33,2016,August,TN,594
34,2016,August,AR,253
35,2016,August,LA,255
36,2016,August,OK,684
37,2016,August,TX,4655
38,2016,August,AZ,443
39,2016,August,CO,865
40,2016,August,ID,205
41,2016,August,MN,100
42,2016,August,NV,272
43,2016,August,NM,26
44,2016,August,UT,456
45,2016,August,WY,0
46,2016,August,AK,12
47,2016,August,CA,4612
48,2016,August,HI,0
49,2016,August,OR,875
50,2016,August,WA,964
0,2016,September,CT,372
1,2016,September,ME,25
2,2016,September,MA,1294
3,2016,September,NH,31
4,2016,September,RI,0
5,2016,September,VT,16
6,2016,September,NJ,1149
7,2016,September,NY,2883
8,2016,September,PA,816
9,2016,September,IL,1093
10,2016,September,IN,396
11,2016,September,MI,757
12,2016,September,OH,1019
13,2016,September,WI,504
14,2016,September,IA,460
15,2016,September,KS,285
16,2016,September,MN,1159
17,2016,September,MO,578
18,2016,September,NE,308
19,2016,September,ND,192
20,2016,September,SD,204
21,2016,September,DE,56
22,2016,September,DC,1071
23,2016,September,FL,3401
24,2016,September,GA,748
25,2016,September,MD,250
26,2016,September,NC,1667
27,2016,September,SC,599
28,2016,September,VA,856
29,2016,September,WV,23
30,2016,September,AL,350
31,2016,September,KY,237
32,2016,September,MS,28
33,2016,September,TN,448
34,2016,September,AR,28
35,2016,September,LA,315
36,2016,September,OK,6
37,2016,September,TX,5059
38,2016,September,AZ,1539
39,2016,September,CO,1786
40,2016,September,ID,56
41,2016,September,MN,344
42,2016,September,NV,170
43,2016,September,NM,86
44,2016,September,UT,584
45,2016,September,WY,12
46,2016,September,AK,65
47,2016,September,CA,4124
