,Year,Month,State,Units
35,2019,July,LA,58
36,2019,July,OK,73
37,2019,July,TX,6140
38,2019,July,AZ,782
39,2019,July,CO,800
40,2019,July,ID,499
41,2019,July,MN,56
42,2019,July,NV,331
43,2019,July,NM,112
44,2019,July,UT,558
45,2019,July,WY,8
46,2019,July,AK,34
47,2019,July,CA,4378
48,2019,July,HI,0
49,2019,July,OR,784
50,2019,July,WA,1897
0,2019,August,CT,108
1,2019,August,ME,56
2,2019,August,MA,620
3,2019,August,NH,470
4,2019,August,RI,5
5,2019,August,VT,29
6,2019,August,NJ,2402
7,2019,August,NY,2740
8,2019,August,PA,883
9,2019,August,IL,692
10,2019,August,IN,514
11,2019,August,MI,164
12,2019,August,OH,1131
13,2019,August,WI,481
14,2019,August,IA,428
15,2019,August,KS,426
16,2019,August,MN,1947
17,2019,August,MO,639
18,2019,August,NE,360
19,2019,August,ND,90
20,2019,August,SD,149
21,2019,August,DE,21
22,2019,August,DC,376
23,2019,August,FL,5715
24,2019,August,GA,622
25,2019,August,MD,316
26,2019,August,NC,1523
27,2019,August,SC,381
28,2019,August,VA,1588
29,2019,August,WV,55
30,2019,August,AL,181
31,2019,August,KY,488
32,2019,August,MS,25
33,2019,August,TN,898
34,2019,August,AR,1378
35,2019,August,LA,72
36,2019,August,OK,245
37,2019,August,TX,7124
38,2019,August,AZ,884
39,2019,August,CO,355
40,2019,August,ID,607
41,2019,August,MN,33
42,2019,August,NV,406
43,2019,August,NM,10
44,2019,August,UT,1044
45,2019,August,WY,14
46,2019,August,AK,45
47,2019,August,CA,3470
48,2019,August,HI,42
49,2019,August,OR,915
50,2019,August,WA,1665
0,2019,September,CT,229
1,2019,September,ME,49
2,2019,September,MA,371
3,2019,September,NH,56
4,2019,September,RI,0
5,2019,September,VT,33
6,2019,September,NJ,2475
7,2019,September,NY,1909
8,2019,September,PA,409
9,2019,September,IL,440
10,2019,September,IN,319
11,2019,September,MI,617
12,2019,September,OH,739
13,2019,September,WI,462
14,2019,September,IA,54
15,2019,September,KS,228
16,2019,September,MN,488
17,2019,September,MO,404
18,2019,September,NE,376
19,2019,September,ND,307
20,2019,September,SD,54
21,2019,September,DE,70
22,2019,September,DC,358
23,2019,September,FL,6613
24,2019,September,GA,1059
25,2019,September,MD,528
26,2019,September,NC,1685
27,2019,September,SC,273
28,2019,September,VA,677
29,2019,September,WV,55
30,2019,September,AL,325
31,2019,September,KY,413
32,2019,September,MS,25
33,2019,September,TN,715
34,2019,September,AR,135
35,2019,September,LA,284
36,2019,September,OK,30
37,2019,September,TX,5531
38,2019,September,AZ,667
39,2019,September,CO,1013
40,2019,September,ID,190
41,2019,September,MN,121
42,2019,September,NV,492
43,2019,September,NM,30
44,2019,September,UT,1111
45,2019,September,WY,16
46,2019,September,AK,95
47,2019,September,CA,5364
48,2019,September,HI,144
49,2019,September,OR,1049
50,2019,September,WA,2115
0,2019,October,CT,930
1,2019,October,ME,60
2,2019,October,MA,538
3,2019,October,NH,71
4,2019,October,RI,5
5,2019,October,VT,54
6,2019,October,NJ,2510
7,2019,October,NY,2992
8,2019,October,PA,263
9,2019,October,IL,691
10,2019,October,IN,404
11,2019,October,MI,623
12,2019,October,OH,217
13,2019,October,WI,405
14,2019,October,IA,661
15,2019,October,KS,365
16,2019,October,MN,2011
17,2019,October,MO,710
18,2019,October,NE,114
19,2019,October,ND,0
20,2019,October,SD,279
21,2019,October,DE,36
22,2019,October,DC,760
23,2019,October,FL,5327
24,2019,October,GA,1914
25,2019,October,MD,596
26,2019,October,NC,1803
27,2019,October,SC,220
28,2019,October,VA,232
29,2019,October,WV,55
30,2019,October,AL,137
31,2019,October,KY,461
32,2019,October,MS,25
33,2019,October,TN,1699
34,2019,October,AR,119
35,2019,October,LA,170
36,2019,October,OK,34
37,2019,October,TX,7560
38,2019,October,AZ,831
39,2019,October,CO,1711
40,2019,October,ID,466
41,2019,October,MN,43
42,2019,October,NV,568
43,2019,October,NM,163
44,2019,October,UT,1111
45,2019,October,WY,0
46,2019,October,AK,17
47,2019,October,CA,4384
48,2019,October,HI,413
49,2019,October,OR,1456
50,2019,October,WA,1511
0,2019,November,CT,290
1,2019,November,ME,62
2,2019,November,MA,892
3,2019,November,NH,127
4,2019,November,RI,10
5,2019,November,VT,30
6,2019,November,NJ,1512
7,2019,November,NY,4529
8,2019,November,PA,261
9,2019,November,IL,1044
10,2019,November,IN,730
11,2019,November,MI,263
12,2019,November,OH,1167
13,2019,November,WI,1191
14,2019,November,IA,70
15,2019,November,KS,60
16,2019,November,MN,1598
17,2019,November,MO,289
18,2019,November,NE,253
19,2019,November,ND,92
20,2019,November,SD,121
21,2019,November,DE,55
22,2019,November,DC,237
23,2019,November,FL,2920
24,2019,November,GA,413
25,2019,November,MD,181
26,2019,November,NC,1584
27,2019,November,SC,262
28,2019,November,VA,665
29,2019,November,WV,55
30,2019,November,AL,99
31,2019,November,KY,289
32,2019,November,MS,15
33,2019,November,TN,822
34,2019,November,AR,359
35,2019,November,LA,80
36,2019,November,OK,173
37,2019,November,TX,6931
38,2019,November,AZ,1510
39,2019,November,CO,1298
40,2019,November,ID,441
41,2019,November,MN,37
42,2019,November,NV,298
43,2019,November,NM,140
44,2019,November,UT,1182
45,2019,November,WY,0
46,2019,November,AK,27
47,2019,November,CA,2742
48,2019,November,HI,0
49,2019,November,OR,408
50,2019,November,WA,3008
51,2019,December,CT,311
52,2019,December,ME,15
53,2019,December,MA,971
54,2019,December,NH,31
55,2019,December,RI,0
56,2019,December,VT,36
57,2019,December,NJ,1822
58,2019,December,NY,3841
59,2019,December,PA,1138
60,2019,December,IL,1411
61,2019,December,IN,185
62,2019,December,MI,91
63,2019,December,OH,274
64,2019,December,WI,238
65,2019,December,IA,84
66,2019,December,KS,56
67,2019,December,MN,1956
68,2019,December,MO,358
69,2019,December,NE,83
70,2019,December,ND,0
71,2019,December,SD,141
72,2019,December,DE,11
73,2019,December,DC,28
74,2019,December,FL,4150
75,2019,December,GA,320
76,2019,December,MD,708
77,2019,December,NC,1442
78,2019,December,SC,199
79,2019,December,VA,964
80,2019,December,WV,58
81,2019,December,AL,291
82,2019,December,KY,223
83,2019,December,MS,18
84,2019,December,TN,985
85,2019,December,AR,607
86,2019,December,LA,51
87,2019,December,OK,14
88,2019,December,TX,4648
89,2019,December,AZ,1118
90,2019,December,CO,1869
91,2019,December,ID,295
92,2019,December,MN,40
93,2019,December,NV,433
94,2019,December,NM,24
95,2019,December,UT,355
96,2019,December,WY,0
97,2019,December,AK,30
98,2019,December,CA,5517
99,2019,December,HI,155
100,2019,December,OR,1104
101,2019,December,WA,2452
102,2020,January,CT,78
103,2020,January,ME,56
104,2020,January,MA,1186
105,2020,January,NH,51
106,2020,January,RI,5
107,2020,January,VT,32
108,2020,January,NJ,1141
109,2020,January,NY,4272
110,2020,January,PA,786
111,2020,January,IL,532
112,2020,January,IN,167
113,2020,January,MI,394
114,2020,January,OH,1504
115,2020,January,WI,234
116,2020,January,IA,119
117,2020,January,KS,122
118,2020,January,MN,936
119,2020,January,MO,544
120,2020,January,NE,261
121,2020,January,ND,0
122,2020,January,SD,27
123,2020,January,DE,19
124,2020,January,DC,665
125,2020,January,FL,4875
126,2020,January,GA,970
127,2020,January,MD,379
128,2020,January,NC,1265
129,2020,January,SC,227
130,2020,January,VA,702
131,2020,January,WV,55
132,2020,January,AL,212
133,2020,January,KY,444
134,2020,January,MS,21
135,2020,January,TN,811
136,2020,January,AR,98
137,2020,January,LA,88
138,2020,January,OK,22
139,2020,January,TX,5966
140,2020,January,AZ,1908
141,2020,January,CO,1293
142,2020,January,ID,597
143,2020,January,MN,27
144,2020,January,NV,216
145,2020,January,NM,20
146,2020,January,UT,556
147,2020,January,WY,16
148,2020,January,AK,14
149,2020,January,CA,3602
150,2020,January,HI,0
151,2020,January,OR,290
152,2020,January,WA,1671
153,2020,February,CT,219
154,2020,February,ME,29
155,2020,February,MA,411
156,2020,February,NH,68
157,2020,February,RI,0
158,2020,February,VT,16
159,2020,February,NJ,564
160,2020,February,NY,1494
161,2020,February,PA,630
162,2020,February,IL,625
163,2020,February,IN,37
164,2020,February,MI,174
165,2020,February,OH,557
166,2020,February,WI,248
167,2020,February,IA,9
168,2020,February,KS,88
169,2020,February,MN,338
170,2020,February,MO,473
171,2020,February,NE,217
172,2020,February,ND,0
173,2020,February,SD,44
174,2020,February,DE,23
175,2020,February,DC,307
176,2020,February,FL,3177
177,2020,February,GA,713
178,2020,February,MD,225
179,2020,February,NC,1244
180,2020,February,SC,197
181,2020,February,VA,776
182,2020,February,WV,23
183,2020,February,AL,94
184,2020,February,KY,222
185,2020,February,MS,16
186,2020,February,TN,978
187,2020,February,AR,57
188,2020,February,LA,65
189,2020,February,OK,17
190,2020,February,TX,4216
191,2020,February,AZ,1712
192,2020,February,CO,687
193,2020,February,ID,178
194,2020,February,MN,59
195,2020,February,NV,521
196,2020,February,NM,17
197,2020,February,UT,271
198,2020,February,WY,0
199,2020,February,AK,10
200,2020,February,CA,2685
201,2020,February,HI,39
202,2020,February,OR,110
203,2020,February,WA,1306
204,2020,March,CT,406
205,2020,March,ME,35
206,2020,March,MA,451
207,2020,March,NH,69
208,2020,March,RI,0
209,2020,March,VT,139
210,2020,March,NJ,1394
211,2020,March,NY,1162
212,2020,March,PA,342
213,2020,March,IL,1101
214,2020,March,IN,192
215,2020,March,MI,59
216,2020,March,OH,99
217,2020,March,WI,625
218,2020,March,IA,274
219,2020,March,KS,15
220,2020,March,MN,1229
221,2020,March,MO,258
222,2020,March,NE,59
223,2020,March,ND,90
224,2020,March,SD,200
225,2020,March,DE,16
226,2020,March,DC,677
227,2020,March,FL,3734
228,2020,March,GA,133
229,2020,March,MD,656
230,2020,March,NC,1739
231,2020,March,SC,226
232,2020,March,VA,620
233,2020,March,WV,30
234,2020,March,AL,73
235,2020,March,KY,105
236,2020,March,MS,24
237,2020,March,TN,319
238,2020,March,AR,358
239,2020,March,LA,51
240,2020,March,OK,338
241,2020,March,TX,5923
242,2020,March,AZ,1143
243,2020,March,CO,885
244,2020,March,ID,331
245,2020,March,MN,53
246,2020,March,NV,412
247,2020,March,NM,20
248,2020,March,UT,1314
249,2020,March,WY,13
250,2020,March,AK,0
251,2020,March,CA,3345
252,2020,March,HI,133
253,2020,March,OR,1226
254,2020,March,WA,1667
255,2020,April,CT,70
256,2020,April,ME,164
257,2020,April,MA,169
258,2020,April,NH,5
259,2020,April,RI,0
260,2020,April,VT,58
261,2020,April,NJ,530
262,2020,April,NY,630
263,2020,April,PA,90
264,2020,April,IL,577
265,2020,April,IN,714
266,2020,April,MI,241
267,2020,April,OH,420
268,2020,April,WI,276
269,2020,April,IA,164
270,2020,April,KS,134
271,2020,April,MN,786
272,2020,April,MO,196
273,2020,April,NE,376
274,2020,April,ND,227
275,2020,April,SD,126
276,2020,April,DE,91
277,2020,April,DC,244
278,2020,April,FL,3782
279,2020,April,GA,210
280,2020,April,MD,233
281,2020,April,NC,676
282,2020,April,SC,221
283,2020,April,VA,906
284,2020,April,WV,99
285,2020,April,AL,350
286,2020,April,KY,81
287,2020,April,MS,42
288,2020,April,TN,1179
289,2020,April,AR,341
290,2020,April,LA,47
291,2020,April,OK,8
292,2020,April,TX,6449
293,2020,April,AZ,826
294,2020,April,CO,1348
295,2020,April,ID,91
296,2020,April,MN,37
297,2020,April,NV,280
298,2020,April,NM,58
299,2020,April,UT,677
300,2020,April,WY,81
301,2020,April,AK,12
302,2020,April,CA,2858
303,2020,April,HI,95
304,2020,April,OR,1120
305,2020,April,WA,1386
306,2020,May,CT,443
307,2020,May,ME,55
308,2020,May,MA,806
309,2020,May,NH,27
310,2020,May,RI,17
311,2020,May,VT,8
312,2020,May,NJ,1024
313,2020,May,NY,1643
314,2020,May,PA,387
315,2020,May,IL,428
316,2020,May,IN,765
317,2020,May,MI,307
318,2020,May,OH,735
319,2020,May,WI,527
320,2020,May,IA,105
321,2020,May,KS,158
322,2020,May,MN,1195
323,2020,May,MO,382
324,2020,May,NE,107
325,2020,May,ND,23
326,2020,May,SD,184
327,2020,May,DE,5
328,2020,May,DC,374
329,2020,May,FL,3446
330,2020,May,GA,985
331,2020,May,MD,781
332,2020,May,NC,1312
333,2020,May,SC,483
334,2020,May,VA,1492
335,2020,May,WV,55
336,2020,May,AL,193
337,2020,May,KY,380
338,2020,May,MS,309
339,2020,May,TN,1195
340,2020,May,AR,272
341,2020,May,LA,43
342,2020,May,OK,15
343,2020,May,TX,5607
344,2020,May,AZ,601
345,2020,May,CO,271
346,2020,May,ID,114
347,2020,May,MN,189
348,2020,May,NV,490
349,2020,May,NM,10
350,2020,May,UT,789
351,2020,May,WY,0
352,2020,May,AK,12
353,2020,May,CA,3137
354,2020,May,HI,94
355,2020,May,OR,513
356,2020,May,WA,2566
357,2020,June,CT,102
358,2020,June,ME,44
359,2020,June,MA,1071
360,2020,June,NH,54
361,2020,June,RI,34
362,2020,June,VT,13
363,2020,June,NJ,2125
364,2020,June,NY,2600
365,2020,June,PA,339
366,2020,June,IL,415
367,2020,June,IN,364
368,2020,June,MI,212
369,2020,June,OH,692
370,2020,June,WI,301
371,2020,June,IA,326
372,2020,June,KS,21
373,2020,June,MN,1402
374,2020,June,MO,348
375,2020,June,NE,273
376,2020,June,ND,177
377,2020,June,SD,225
378,2020,June,DE,94
379,2020,June,DC,1008
380,2020,June,FL,3648
381,2020,June,GA,603
382,2020,June,MD,340
383,2020,June,NC,2285
384,2020,June,SC,591
385,2020,June,VA,1059
386,2020,June,WV,91
387,2020,June,AL,275
388,2020,June,KY,291
389,2020,June,MS,42
390,2020,June,TN,1065
391,2020,June,AR,98
392,2020,June,LA,225
393,2020,June,OK,14
394,2020,June,TX,4812
395,2020,June,AZ,1746
396,2020,June,CO,770
397,2020,June,ID,244
398,2020,June,MN,50
399,2020,June,NV,358
400,2020,June,NM,10
401,2020,June,UT,329
402,2020,June,WY,0
403,2020,June,AK,27
404,2020,June,CA,2799
405,2020,June,HI,169
406,2020,June,OR,562
407,2020,June,WA,1093
408,2020,July,CT,243
409,2020,July,ME,155
410,2020,July,MA,768
411,2020,July,NH,5
412,2020,July,RI,5
413,2020,July,VT,94
414,2020,July,NJ,1752
415,2020,July,NY,2522
416,2020,July,PA,882
417,2020,July,IL,823
418,2020,July,IN,636
419,2020,July,MI,316
420,2020,July,OH,996
421,2020,July,WI,1037
422,2020,July,IA,226
423,2020,July,KS,443
424,2020,July,MN,1108
425,2020,July,MO,990
426,2020,July,NE,99
427,2020,July,ND,217
428,2020,July,SD,261
429,2020,July,DE,159
430,2020,July,DC,393
431,2020,July,FL,2790
432,2020,July,GA,288
433,2020,July,MD,163
434,2020,July,NC,704
435,2020,July,SC,622
436,2020,July,VA,1814
437,2020,July,WV,99
438,2020,July,AL,435
439,2020,July,KY,99
440,2020,July,MS,42
441,2020,July,TN,2315
442,2020,July,AR,117
443,2020,July,LA,117
444,2020,July,OK,96
445,2020,July,TX,5516
446,2020,July,AZ,1574
447,2020,July,CO,605
448,2020,July,ID,174
449,2020,July,MN,170
450,2020,July,NV,268
451,2020,July,NM,58
452,2020,July,UT,580
453,2020,July,WY,36
454,2020,July,AK,13
455,2020,July,CA,4832
456,2020,July,HI,0
457,2020,July,OR,428
458,2020,July,WA,1055
459,2020,August,CT,359
460,2020,August,ME,0
461,2020,August,MA,323
462,2020,August,NH,35
463,2020,August,RI,10
464,2020,August,VT,10
465,2020,August,NJ,1071
466,2020,August,NY,1933
467,2020,August,PA,257
468,2020,August,IL,156
469,2020,August,IN,131
470,2020,August,MI,206
471,2020,August,OH,408
472,2020,August,WI,565
473,2020,August,IA,282
474,2020,August,KS,21
475,2020,August,MN,1566
476,2020,August,MO,507
477,2020,August,NE,63
478,2020,August,ND,63
479,2020,August,SD,151
480,2020,August,DE,353
481,2020,August,DC,323
482,2020,August,FL,5035
483,2020,August,GA,569
484,2020,August,MD,633
485,2020,August,NC,1590
486,2020,August,SC,205
487,2020,August,VA,304
488,2020,August,WV,247
489,2020,August,AL,340
490,2020,August,KY,347
491,2020,August,MS,41
492,2020,August,TN,1890
493,2020,August,AR,148
494,2020,August,LA,59
495,2020,August,OK,7
496,2020,August,TX,3516
497,2020,August,AZ,793
498,2020,August,CO,1510
499,2020,August,ID,152
500,2020,August,MN,196
501,2020,August,NV,212
502,2020,August,NM,109
503,2020,August,UT,812
504,2020,August,WY,0
505,2020,August,AK,11
506,2020,August,CA,2240
507,2020,August,HI,85
508,2020,August,OR,659
509,2020,August,WA,1212
510,2020,September,CT,382
511,2020,September,ME,112
512,2020,September,MA,725
513,2020,September,NH,48
514,2020,September,RI,15
515,2020,September,VT,21
516,2020,September,NJ,2004
517,2020,September,NY,2538
518,2020,September,PA,384
519,2020,September,IL,587
520,2020,September,IN,492
521,2020,September,MI,331
522,2020,September,OH,633
523,2020,September,WI,597
524,2020,September,IA,247
525,2020,September,KS,256
526,2020,September,MN,984
527,2020,September,MO,251
528,2020,September,NE,305
529,2020,September,ND,52
530,2020,September,SD,286
531,2020,September,DE,18
532,2020,September,DC,348
533,2020,September,FL,3349
534,2020,September,GA,711
535,2020,September,MD,571
536,2020,September,NC,623
537,2020,September,SC,197
538,2020,September,VA,888
539,2020,September,WV,60
540,2020,September,AL,143
541,2020,September,KY,417
542,2020,September,MS,40
543,2020,September,TN,1011
544,2020,September,AR,250
545,2020,September,LA,16
546,2020,September,OK,277
547,2020,September,TX,6658
548,2020,September,AZ,216
549,2020,September,CO,1216
550,2020,September,ID,134
551,2020,September,MN,150
552,2020,September,NV,565
553,2020,September,NM,47
554,2020,September,UT,213
555,2020,September,WY,14
556,2020,September,AK,11
557,2020,September,CA,3048
558,2020,September,HI,0
559,2020,September,OR,134
560,2020,September,WA,2151
561,2020,October,CT,226
562,2020,October,ME,39
563,2020,October,MA,395
564,2020,October,NH,33
565,2020,October,RI,16
566,2020,October,VT,15
567,2020,October,NJ,1929
568,2020,October,NY,2128
569,2020,October,PA,294
570,2020,October,IL,616
571,2020,October,IN,580
572,2020,October,MI,497
573,2020,October,OH,1453
574,2020,October,WI,782
575,2020,October,IA,236
576,2020,October,KS,21
577,2020,October,MN,1111
578,2020,October,MO,211
579,2020,October,NE,479
580,2020,October,ND,50
581,2020,October,SD,538
582,2020,October,DE,107
583,2020,October,DC,984
584,2020,October,FL,3969
585,2020,October,GA,430
586,2020,October,MD,469
587,2020,October,NC,1161
588,2020,October,SC,588
589,2020,October,VA,150
590,2020,October,WV,50
591,2020,October,AL,59
592,2020,October,KY,102
593,2020,October,MS,34
594,2020,October,TN,1046
595,2020,October,AR,242
596,2020,October,LA,34
597,2020,October,OK,5
598,2020,October,TX,3571
599,2020,October,AZ,1109
600,2020,October,CO,1597
601,2020,October,ID,272
602,2020,October,MN,69
603,2020,October,NV,316
604,2020,October,NM,83
605,2020,October,UT,666
606,2020,October,WY,0
607,2020,October,AK,11
608,2020,October,CA,2054
609,2020,October,HI,82
610,2020,October,OR,460
611,2020,October,WA,1091
